-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,277,-1,-1,-1,666,667,666,667,666,667,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,698,699,698,699,698,699,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,276,277,276,277,276,277,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,308,309,308,309,308,309,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
